eu,site_id,rotation,crop,name,blin,expf,explin,is_null
rand_2006cs,rand,cs,corn,leaching_kgha,15.104143245967466,45.33196398848659,44.52617101614256,FALSE
rand_2007cc,rand,cc,corn,leaching_kgha,-4.630225538086986,49.80383760983056,38.5268386547384,FALSE
rand_2007cs,rand,cs,corn,leaching_kgha,17.62262660952233,46.320291355256735,44.44539940638907,FALSE
rand_2008cc,rand,cc,corn,leaching_kgha,0.033097674032827484,45.139327532995345,35.37737605405816,FALSE
rand_2008cs,rand,cs,corn,leaching_kgha,15.511124076484634,46.94003315525368,42.43200151388554,FALSE
rand_2009cc,rand,cc,corn,leaching_kgha,29.50003087327177,49.86443205245001,31.957730957891776,FALSE
rand_2009cs,rand,cs,corn,leaching_kgha,15.154369064671437,50.60216532263004,46.16886514905138,FALSE
rand_2010cc,rand,cc,corn,leaching_kgha,39.5056875780442,50.86176187007131,45.137586417592296,FALSE
rand_2010cs,rand,cs,corn,leaching_kgha,10.603005045013836,50.87003287541046,49.40891249851125,FALSE
rand_2011cc,rand,cc,corn,leaching_kgha,14.064247497569884,29.70132503508914,24.721509248726903,FALSE
rand_2011cs,rand,cs,corn,leaching_kgha,6.751200581020108,44.40996993825997,39.53265742684448,FALSE
rand_2012cc,rand,cc,corn,leaching_kgha,18.974129916532668,49.5775037881318,41.10419449747838,FALSE
rand_2012cs,rand,cs,corn,leaching_kgha,13.698694652549658,45.36411844140808,47.16394603469641,FALSE
rand_2013cc,rand,cc,corn,leaching_kgha,6.389004985391511,46.583239964994995,37.681983811530166,FALSE
rand_2013cs,rand,cs,corn,leaching_kgha,3.207874699740275,47.86013823980289,45.26336384015949,FALSE
rand_2014cc,rand,cc,corn,leaching_kgha,9.153198557014461,49.73480357426206,34.9405655351367,FALSE
rand_2014cs,rand,cs,corn,leaching_kgha,39.44065730291593,43.04111472655157,38.608329380647206,FALSE
rand_2015cc,rand,cc,corn,leaching_kgha,11.702721089635647,53.76416497547038,38.01627877566191,FALSE
rand_2015cs,rand,cs,corn,leaching_kgha,23.977495526976007,48.395240464437464,39.67534324064541,FALSE
rand_2016cc,rand,cc,corn,leaching_kgha,17.890802245121968,50.9602482900865,35.423444753505535,FALSE
rand_2016cs,rand,cs,corn,leaching_kgha,30.404118186405945,49.64907568817948,40.515574473219466,FALSE
rand_2017cc,rand,cc,corn,leaching_kgha,9.933305188061793,49.35083711456252,31.43514153426448,FALSE
rand_2017cs,rand,cs,corn,leaching_kgha,21.563039293878703,47.79800547145617,43.92996940506962,FALSE
rand_2018cc,rand,cc,corn,leaching_kgha,11.260598714865548,58.303656256514685,46.45587754212025,FALSE
