site,rotation,rate,crop,year,crop_yield,corn_buac,soy_buac,eo_annual,runoff_annual,drainage,gross_miner,net_miner,nloss_total,denitr,n_leach_annual,avg_wt,no3_at_harvest,no3_at_sowing
S,SC,0,corn,2008,60.411,60.411,0,845.365,66.843,118.596,109.6,96.7,7.157,4.4,2.807,1082.456,17.8,16.6
S,SC,0,soybean,2009,48.641,0,48.641,812.142,7.151,35.757,80.8,58.9,4.741,2.2,2.572,1169.213,11.8,15.8
S,SC,0,corn,2010,71.357,71.357,0,834.979,124.209,350.728,105.7,94.1,10.285,6.1,4.172,855.655,18.2,19.3
S,SC,0,soybean,2011,52.781,0,52.781,881.748,25.037,-95.569,98.6,76.7,2.678,1.9,0.793,1269.047,20.7,14.8
S,SC,0,corn,2012,85.908,85.908,0,1010.173,42.094,-176.92,187,170.1,13.753,13.2,0.559,1384.984,52.9,33.7
S,SC,0,soybean,2013,51.923,0,51.923,870.563,118.208,95.151,80.3,52.6,19.412,6.7,12.672,1102.069,20.8,39.8
S,SC,0,corn,2014,69.486,69.486,0,854.435,72.669,-44.794,101.2,86.5,3.188,3.9,-0.756,1249.215,16.7,22.1
S,SC,0,soybean,2015,52.548,0,52.548,852.636,32.701,163.407,87.7,57.7,5.126,3.4,1.771,1038.715,13.5,12.1
S,SC,0,corn,2016,106.237,106.237,0,928.142,104.098,137.169,128.2,114.4,7.388,5.7,1.673,1065.481,20.9,18.5
S,SC,0,soybean,2017,53.422,0,53.422,857.719,6.317,11.574,100.4,82,6.119,3.5,2.589,1190.574,19.3,16.3
S,SC,0,corn,2018,110.539,110.539,0,823.609,84.181,237.964,114.8,108,12.344,9,3.351,964.972,24.5,20.3
S,SC,0,soybean,2019,55.641,0,55.641,816.533,31.943,245.281,79.1,58.8,11.437,3.4,8.034,962.507,16.1,21.7
S,SC,100,corn,2000,204.768,204.768,0,871.331,21.767,-147.067,186.1,156.3,20.591,20.9,-0.288,1341.737,95.5,87.9
S,SC,100,soybean,2001,54.515,0,54.515,802.26,62.044,140.02,118.5,96.1,35.662,7.4,28.255,1063.025,45.4,79.6
S,SC,100,corn,2002,208.201,208.201,0,932.921,48.307,-222.314,143.1,136.7,5.818,10.4,-4.542,1418.305,48.9,53.9
S,SC,100,soybean,2003,41.016,0,41.016,836.42,56.805,71.781,77.7,41.5,13.391,5.5,7.893,1122.942,23.4,41.2
S,SC,100,corn,2004,64.782,64.782,0,857.873,204.294,65.888,113.4,106.5,17.976,17.1,0.84,1139.013,24,78.9
S,SC,100,soybean,2005,49.228,0,49.228,848.08,36.213,224.31,91.5,49.8,7.412,4.1,3.332,979.355,19.5,19.8
S,SC,100,corn,2006,125.897,125.897,0,854.38,44.504,-119.708,136.9,123.3,10.661,10,0.678,1315.793,35.7,24.6
S,SC,100,soybean,2007,57.091,0,57.091,877.847,88.019,254.049,113.8,78.3,15.738,7.2,8.48,955.004,22.6,30.2
S,SC,100,corn,2008,182.808,182.808,0,836.157,70.453,22.972,134.7,121,16.677,13.5,3.193,1174.41,23.1,21.7
S,SC,100,soybean,2009,48.29,0,48.29,806.067,7.03,93.551,79.8,47.5,6.325,2.3,4.01,1110.011,14.1,20.6
S,SC,100,corn,2010,189.755,189.755,0,828.397,108.999,270.292,126.7,113,23.791,18.6,5.153,934.703,24.9,20.9
S,SC,100,soybean,2011,47.775,0,47.775,879.069,20.356,-41.472,102.8,73.3,2.978,2.2,0.823,1219.201,24.5,19.6
S,SC,100,corn,2012,110.759,110.759,0,1009.449,40.387,-226.964,206.6,190,23.354,23.6,-0.199,1432.734,92.2,39.2
S,SC,100,soybean,2013,55.18,0,55.18,868.708,124.529,89.203,98.3,68.5,34.889,11.5,23.371,1107.17,30.3,72.4
S,SC,100,corn,2014,209.901,209.901,0,848.926,76.45,-158.374,130.6,115.1,6.541,8.4,-1.839,1360.687,22.8,32.7
S,SC,100,soybean,2015,51.847,0,51.847,847.942,32.036,211.338,92.2,53.6,6.795,4.3,2.533,990.8,16.6,17.3
S,SC,100,corn,2016,208.997,208.997,0,922.436,130.589,20.587,155.8,140.1,9.562,7.8,1.745,1178.441,28.6,22.9
S,SC,100,soybean,2017,50.153,0,50.153,851.12,4.829,90.006,107.2,79.6,9.433,4.2,5.231,1118.037,23.6,21.6
S,SC,100,corn,2018,218.309,218.309,0,821.852,112.738,118.427,143.1,136.4,23.164,19.9,3.28,1081.491,37.2,39
S,SC,100,soybean,2019,57.156,0,57.156,813.081,39.285,258.041,92.8,69.6,17.456,4.7,12.761,949.741,22.2,32.6
S,SC,1000,corn,2000,205.242,205.242,0,871.157,21.737,-147.316,186,156.9,220.861,155.8,65.451,1342.026,917.3,89.4
S,SC,1000,soybean,2001,54.581,0,54.581,806.227,62.424,116.602,126.4,105.4,330.647,83.4,247.021,1087.656,648.9,781.1
S,SC,1000,corn,2002,208.789,208.789,0,932.697,47.093,-228.337,147.7,141.5,107.666,168.5,-60.468,1424.467,1381.8,637.8
S,SC,1000,soybean,2003,55.102,0,55.102,837.486,50.946,-1.476,80.8,44.8,278.365,119.9,158.218,1194.134,1026,1253.6
S,SC,1000,corn,2004,65.686,65.686,0,855.506,202.069,78.794,138,131.2,615.862,352.1,263.92,1125.818,1585.3,1141.5
S,SC,1000,soybean,2005,62.553,0,62.553,852.932,35.943,120.769,122.6,85.3,352.758,81.3,271.164,1087.032,1258.3,1460.9
S,SC,1000,corn,2006,126.491,126.491,0,852.799,44.171,-113.941,174.8,160.4,38.949,228.9,-188.772,1310.072,2024.7,1228.1
S,SC,1000,soybean,2007,62.813,0,62.813,881.672,81.76,194.589,121.5,85.6,670.234,157.4,511.659,1012.987,1497.5,1784.6
S,SC,1000,corn,2008,183.987,183.987,0,834.961,66.121,6.36,154.1,136.8,291.026,232.3,59.027,1189.567,2102.9,1414.1
S,SC,1000,soybean,2009,49.614,0,49.614,809.184,6.981,63.539,83.3,51.6,262.946,89.5,173.245,1141.626,1635.7,1878.8
S,SC,1000,corn,2010,214.03,214.03,0,828.307,107.952,241.872,162.6,149.1,710.511,328.8,381.873,962.707,2036.3,1533.1
S,SC,1000,soybean,2011,63.929,0,63.929,876.375,25.349,-102.465,123.9,95.1,-116.709,53,-169.503,1274.848,1484.2,1774.1
S,SC,1000,corn,2012,111.254,111.254,0,1007.92,39.428,-217.766,237.4,218.6,-5.838,316.7,-321.961,1423.83,2321.4,1454.6
S,SC,1000,soybean,2013,59.232,0,59.232,872.8,111.088,59.522,107,78.3,552.829,233.5,318.577,1135.907,1680.7,1994.2
S,SC,1000,corn,2014,210.531,210.531,0,848.141,75.393,-162.068,146.2,131.9,92.495,351.6,-258.432,1364.143,2250.8,1625
S,SC,1000,soybean,2015,61.106,0,61.106,849.835,29.766,152.682,115.7,80.1,790.685,250.3,539.856,1051.31,1696.9,2017.7
S,SC,1000,corn,2016,212.202,212.202,0,921.155,128.784,26.802,188.8,172.5,399.449,254.4,145.317,1172.573,2345.4,1609.3
S,SC,1000,soybean,2017,57.169,0,57.169,854.547,5.771,16.238,121.2,94.3,191.755,100.3,91.148,1186.065,1848.1,2092.7
S,SC,1000,corn,2018,221.68,221.68,0,821.105,112.227,119.444,161.9,154.9,677.405,338.9,338.742,1080.787,2419.1,1826.1
S,SC,1000,soybean,2019,64.077,0,64.077,815.817,30.886,215.107,107.2,85.8,516.178,70.9,444.98,993.578,1820.8,2058.2
S,SC,150,corn,2000,205.068,205.068,0,871.222,21.745,-147.22,186.1,156.3,30.876,28.3,2.657,1341.909,139.7,88.1
S,SC,150,soybean,2001,54.568,0,54.568,802.678,61.99,137.376,119.1,96.5,52.135,10,42.12,1065.805,59,117.7
S,SC,150,corn,2002,208.652,208.652,0,932.754,47.152,-227.022,144,137.7,5.371,13.4,-8.031,1423.198,77.1,67.8
S,SC,150,soybean,2003,43.481,0,43.481,836.273,55,64.927,78.8,44.2,18.882,6.9,11.953,1129.707,36.5,66.6
S,SC,150,corn,2004,65.065,65.065,0,857.436,203.918,67.844,121,114.4,35.747,31.5,4.281,1136.511,62.9,108.8
S,SC,150,soybean,2005,55.712,0,55.712,847.292,34.5,198.039,98.2,59.2,19.054,6.6,12.463,1006.027,36.5,53.2
S,SC,150,corn,2006,126.389,126.389,0,853.523,44.326,-116.266,151.8,137.4,20.747,21.6,-0.731,1312.402,102.2,42.4
S,SC,150,soybean,2007,62.31,0,62.31,877.481,86.435,224.097,118.1,83.1,34.388,12.1,22.16,983.379,33,85.4
S,SC,150,corn,2008,183.072,183.072,0,835.409,66.433,5.952,141.8,127.3,22.459,19.1,3.315,1190.107,30.9,30.8
S,SC,150,soybean,2009,48.186,0,48.186,804.121,7.011,120.344,79.5,44,7.169,2.3,4.843,1083.389,18.9,27.1
S,SC,150,corn,2010,215.515,215.515,0,828.333,108.882,240.68,135,121,33.267,27,6.295,963.789,31.2,24.8
S,SC,150,soybean,2011,48.488,0,48.488,878.756,20.394,-40.074,110,79.8,3.536,2.5,1.088,1217.595,28.8,25.2
S,SC,150,corn,2012,111.085,111.085,0,1009.334,40.342,-226.965,220.6,204.1,34.137,35.3,-1.099,1432.743,153.9,45.4
S,SC,150,soybean,2013,58.522,0,58.522,869.447,117.843,74.636,104.7,74.9,54.739,18.3,36.314,1121.639,43.5,120.4
S,SC,150,corn,2014,210.005,210.005,0,848.43,76.143,-162.174,136.3,120.5,9.332,14.6,-5.269,1364.039,45.1,46
S,SC,150,soybean,2015,57.346,0,57.346,847.176,31.062,190.864,102.1,64.9,11.666,6.5,5.18,1011.702,21.9,34.7
S,SC,150,corn,2016,211.903,211.903,0,921.631,129.204,24.578,168.9,152.1,22.719,16.4,6.314,1174.177,67.3,29.2
S,SC,150,soybean,2017,54.945,0,54.945,851.049,4.724,59.691,118.7,93.8,18.443,6,12.42,1145.287,31.6,54.8
S,SC,150,corn,2018,221.582,221.582,0,821.335,112.318,117.388,154.3,147.1,43.946,33.5,10.471,1082.912,78.8,50.8
S,SC,150,soybean,2019,60.525,0,60.525,812.713,37.591,246.456,99.9,77.8,32.779,6.5,26.226,961.39,39,68.6
S,SC,200,corn,2000,205.212,205.212,0,871.17,21.735,-147.328,186.1,156.4,41.583,35.7,5.947,1342.039,183.5,88.3
S,SC,200,soybean,2001,54.57,0,54.57,803.239,61.891,134.171,120.1,97.6,68.212,13.5,54.67,1069.158,81.2,155.2
S,SC,200,corn,2002,208.755,208.755,0,932.716,47.12,-227.325,145.1,138.7,9.251,21,-11.698,1423.509,143.2,89.7
S,SC,200,soybean,2003,47.349,0,47.349,835.734,52.686,49.784,78.5,43.2,31.612,10.5,21.098,1143.945,62.4,125.5
S,SC,200,corn,2004,65.328,65.328,0,856.737,203.228,71.861,123.8,116.9,57.673,45.3,12.432,1132.396,125.9,147.4
S,SC,200,soybean,2005,59.679,0,59.679,846.296,33.881,182.498,100.8,61.8,34.153,8.7,25.426,1021.473,66.5,110.4
S,SC,200,corn,2006,126.466,126.466,0,853.059,44.234,-112.601,155.4,140.7,26.644,31.3,-4.5,1308.812,176.1,71.2
S,SC,200,soybean,2007,62.847,0,62.847,878.102,85.534,215.115,119.7,84.3,50.142,16.5,33.514,992.338,50.7,148.1
S,SC,200,corn,2008,183.333,183.333,0,835.187,66.207,6.839,143.9,128.1,35.047,28.7,6.332,1189.125,74.6,46
S,SC,200,soybean,2009,49.553,0,49.553,804.577,6.763,98.612,84.1,51.4,15.287,3.8,11.429,1105.884,35.2,63.2
S,SC,200,corn,2010,213.764,213.764,0,828.532,107.758,243.205,145,131,54.272,42.2,12.098,961.402,54.9,40.1
S,SC,200,soybean,2011,51.79,0,51.79,878.689,22.05,-55.243,119.8,92.2,3.894,3.2,0.721,1230.663,42.3,45.5
S,SC,200,corn,2012,111.207,111.207,0,1009.024,40.171,-225.211,231.5,214.7,42.566,47.2,-4.514,1430.961,221.2,60.4
S,SC,200,soybean,2013,59.077,0,59.077,870.874,114.939,68.101,106.2,76.8,74.053,26.5,47.461,1127.685,73,174.1
S,SC,200,corn,2014,210.108,210.108,0,848.423,76.105,-162.551,140.3,124.8,18.56,28.6,-10.02,1364.538,116.5,74.2
S,SC,200,soybean,2015,61.106,0,61.106,847.261,30.216,169.329,105.4,67.2,27,11.6,15.376,1033.878,32.3,93.7
S,SC,200,corn,2016,212.061,212.061,0,921.071,128.642,28.003,172.4,155,38.934,25.6,13.334,1171.49,122.7,39.3
S,SC,200,soybean,2017,57.103,0,57.103,850.843,4.919,43.986,117.8,92.6,28.399,7.9,20.421,1159.298,42.6,103
S,SC,200,corn,2018,221.652,221.652,0,821.093,112.206,118.371,155.9,148.1,65.718,45.8,19.971,1082.294,128.5,64.5
S,SC,200,soybean,2019,62.413,0,62.413,812.441,36.889,238.916,102.3,80.2,48.61,8.2,40.397,969.124,58.9,111.6
S,SC,250,corn,2000,205.234,205.234,0,871.162,21.735,-147.333,186,156.6,52.351,42.9,9.478,1342.048,226.4,88.4
S,SC,250,soybean,2001,54.573,0,54.573,804.057,61.871,129.5,122.3,100.4,83.583,17.8,65.74,1074.128,115.9,192
S,SC,250,corn,2002,208.78,208.78,0,932.705,47.108,-227.643,146,139.7,13.849,30.3,-16.374,1423.812,215.9,123.1
S,SC,250,soybean,2003,50.121,0,50.121,836.461,47.851,34.025,80,45.2,45.378,15.3,30.007,1159.703,104.3,190.4
S,SC,250,corn,2004,65.552,65.552,0,856.239,202.761,74.499,128.4,121.4,86.461,62.1,24.445,1129.551,202.3,198.6
S,SC,250,soybean,2005,62.081,0,62.081,846.125,33.826,171.486,103.6,65.1,54.162,10.9,43.179,1033.441,102.3,181
S,SC,250,corn,2006,126.477,126.477,0,852.798,44.161,-112.058,159.3,144.3,30.897,40.8,-9.675,1308.247,255.8,106
S,SC,250,soybean,2007,62.841,0,62.841,878.931,84.636,210.065,121.1,85.6,71.818,23.8,47.866,997.708,102.9,216.4
S,SC,250,corn,2008,183.609,183.609,0,835.102,66.191,6.565,146,128.5,53.884,42,11.913,1189.381,162.8,93.4
S,SC,250,soybean,2009,49.614,0,49.614,805.347,6.799,90.97,84.9,52.4,30.649,6.3,24.317,1113.314,66.5,139
S,SC,250,corn,2010,213.704,213.704,0,828.466,107.85,243.394,148.4,134.4,79.472,58.4,21.129,961.236,117.9,68.1
S,SC,250,soybean,2011,56.334,0,56.334,877.325,22.458,-67.327,121.3,93.3,10.543,5,5.542,1241.123,66.5,97.9
S,SC,250,corn,2012,111.23,111.23,0,1008.599,39.918,-222.354,233.4,216.2,45.339,57.3,-11.777,1428.171,289.7,84.2
S,SC,250,soybean,2013,59.275,0,59.275,871.794,112.925,63.374,107.9,79,90.065,34.3,55.672,1132.159,122.2,230.5
S,SC,250,corn,2014,210.204,210.204,0,848.347,76.037,-162.48,142.4,127,25.789,43.4,-17.528,1364.522,199.6,121.4
S,SC,250,soybean,2015,61.106,0,61.106,848.476,30.013,160.745,109,71.3,48.063,19.8,28.162,1042.518,55.9,164.6
S,SC,250,corn,2016,212.161,212.161,0,921.053,128.644,27.896,176.9,159.6,57.204,36.1,21.19,1171.596,189,61.5
S,SC,250,soybean,2017,57.17,0,57.17,851.62,5.04,37.872,118.6,93.6,37.58,10.8,26.676,1164.908,69,160.7
S,SC,250,corn,2018,221.665,221.665,0,821.08,112.207,118.348,157.3,149.5,89.796,59,30.894,1082.396,191.4,92.2
S,SC,250,soybean,2019,63.7,0,63.7,812.554,36.04,232.577,103.6,81.8,65.733,9.9,55.769,975.271,85.8,165.5
S,SC,300,corn,2000,205.241,205.241,0,871.159,21.736,-147.328,186,156.9,63.379,50.3,13.165,1342.043,269.5,88.6
S,SC,300,soybean,2001,54.576,0,54.576,804.891,62.17,124.523,124.7,103.5,98.506,22.1,76.349,1079.4,150.9,228.7
S,SC,300,corn,2002,208.784,208.784,0,932.7,47.101,-227.927,146.7,140.4,19.753,40.2,-20.351,1424.086,293,156.8
S,SC,300,soybean,2003,53.539,0,53.539,836.176,47.765,18.412,79.9,44.4,58.768,21,37.712,1174.724,153.6,258.6
S,SC,300,corn,2004,65.618,65.618,0,855.743,202.248,77.648,130.7,123.5,117.496,79.3,38.24,1126.59,280.5,254.4
S,SC,300,soybean,2005,62.553,0,62.553,847.172,34.027,161.941,107.6,70.3,69.869,13.7,56.16,1043.516,141.5,254
S,SC,300,corn,2006,126.481,126.481,0,852.747,44.148,-112.27,164.3,149.3,35.439,50.9,-15.202,1308.444,341,144.6
S,SC,300,soybean,2007,62.832,0,62.832,879.906,83.546,204.303,122.5,86.9,97.986,31,66.749,1003.442,167.5,289
S,SC,300,corn,2008,183.756,183.756,0,835.056,66.181,6.56,147.1,129.4,70.457,54.8,15.747,1189.384,264.4,153.9
S,SC,300,soybean,2009,49.614,0,49.614,805.867,6.828,86.543,83.6,51,40.789,9.6,31.141,1117.257,112.3,229
S,SC,300,corn,2010,213.744,213.744,0,828.42,107.896,243.359,151.2,137.1,106.455,73.8,32.708,961.286,193.4,109.3
S,SC,300,soybean,2011,59.387,0,59.387,876.231,22.678,-76.002,122.1,93.8,14.884,6.6,8.313,1248.785,98.8,161.9
S,SC,300,corn,2012,111.242,111.242,0,1008.306,39.735,-220.399,234.4,216.6,45.923,67.4,-21.324,1426.485,367.3,115.7
S,SC,300,soybean,2013,59.374,0,59.374,872.203,112.011,61.388,108.5,79.7,107.676,42.3,65.251,1134.067,178.5,295.6
S,SC,300,corn,2014,210.278,210.278,0,848.293,75.971,-162.427,143.4,128.2,31.746,58.2,-26.322,1364.491,290.7,175.7
S,SC,300,soybean,2015,61.106,0,61.106,849.178,29.856,156.39,111.9,75,82.287,32,50.204,1047.27,126.8,244
S,SC,300,corn,2016,212.176,212.176,0,921.048,128.644,27.637,179.4,162.3,80.058,49.6,30.523,1171.844,296,127.6
S,SC,300,soybean,2017,57.17,0,57.17,852.506,5.187,31.7,119.6,94.8,47.75,15.9,31.796,1170.634,154.5,256.1
S,SC,300,corn,2018,221.671,221.671,0,821.078,112.209,118.316,158.6,151,123.376,75.6,47.849,1082.468,306.3,176.8
S,SC,300,soybean,2019,64.077,0,64.077,813.5,34.593,226.635,106.3,85.6,86.577,13.3,73.216,981.622,157.6,264.1
S,SC,350,corn,2000,205.241,205.241,0,871.158,21.736,-147.321,186,156.9,75.095,58.1,17.108,1342.035,314.9,88.7
S,SC,350,soybean,2001,54.577,0,54.577,805.26,62.172,122.371,125.2,104.1,114.553,26.4,88.116,1081.674,186.3,267.4
S,SC,350,corn,2002,208.786,208.786,0,932.696,47.098,-228.024,146.9,140.6,25.272,49.9,-24.529,1424.177,369.9,191
S,SC,350,soybean,2003,54.69,0,54.69,836.49,49.135,9.043,80.1,44.4,71.835,27.1,44.648,1183.726,206.9,327
S,SC,350,corn,2004,65.639,65.639,0,855.582,202.087,78.591,132.5,125.3,150.158,97,53.217,1125.816,363.2,312.9
S,SC,350,soybean,2005,62.553,0,62.553,848.318,34.292,154.447,110.9,74.7,87.351,18.2,69.091,1051.631,214.7,331.2
S,SC,350,corn,2006,126.485,126.485,0,852.749,44.148,-112.699,167.9,152.9,38.288,64.5,-25.916,1308.86,456.4,215.6
S,SC,350,soybean,2007,62.825,0,62.825,880.688,82.596,199.969,122.5,86.7,135.09,39.5,95.271,1007.876,255.9,389.6
S,SC,350,corn,2008,183.837,183.837,0,835.027,66.172,6.425,147.6,130.2,85.461,67.1,18.375,1189.512,383.4,237.6
S,SC,350,soybean,2009,49.614,0,49.614,806.77,6.886,79.737,84.5,53,52.926,14.7,38.13,1124.344,212.4,335.7
S,SC,350,corn,2010,213.809,213.809,0,828.382,107.925,243.136,155.4,141.4,149.591,91.8,57.789,961.507,319.2,202.7
S,SC,350,soybean,2011,61.869,0,61.869,875.509,22.945,-83.653,122.6,94.1,14.12,8.5,5.577,1256.292,167.1,272.2
S,SC,350,corn,2012,111.245,111.245,0,1008.104,39.57,-219.046,235,216.5,39.112,80.1,-40.791,1425.125,479.5,182.5
S,SC,350,soybean,2013,59.205,0,59.205,872.704,111.305,59.897,108.6,79.8,130.255,52.3,77.736,1135.564,263.8,392.3
S,SC,350,corn,2014,210.332,210.332,0,848.273,75.888,-162.453,144.1,129,35.918,75.9,-39.808,1364.527,410.2,258.2
S,SC,350,soybean,2015,61.106,0,61.106,849.709,29.714,153.015,113.7,76.8,123.9,45.1,78.64,1050.889,221.2,350.3
S,SC,350,corn,2016,212.179,212.179,0,921.047,128.645,27.539,180.4,163.3,102.368,63.3,39.165,1171.936,426.1,216.6
S,SC,350,soybean,2017,57.17,0,57.17,852.978,5.281,27.103,119.4,94.4,57.57,21.2,36.26,1176.285,258.5,372.3
S,SC,350,corn,2018,221.673,221.673,0,821.078,112.214,120.289,159,151.5,160.044,93.1,67.075,1079.972,442,279.1
S,SC,350,soybean,2019,64.077,0,64.077,813.969,33.817,224.41,106.4,85.5,113.712,17.3,96.336,983.86,263.1,379.2
S,SC,400,corn,2000,205.241,205.241,0,871.157,21.736,-147.318,186,156.9,86.762,65.9,20.98,1342.029,360.8,88.7
S,SC,400,soybean,2001,54.578,0,54.578,805.466,62.181,121.2,125.4,104.4,130.732,30.6,100.084,1082.895,221.9,306.5
S,SC,400,corn,2002,208.788,208.788,0,932.694,47.096,-228.09,147,140.7,30.293,59.5,-29.103,1424.238,447.1,225.4
S,SC,400,soybean,2003,54.898,0,54.898,836.989,50.103,3.917,80.7,44.8,87.678,34,53.589,1189.126,264.4,395.8
S,SC,400,corn,2004,65.65,65.65,0,855.545,202.057,78.755,133.7,126.5,184.354,115.3,69.114,1125.721,450.3,374
S,SC,400,soybean,2005,62.553,0,62.553,849.128,34.528,149.041,113.5,78.1,107.5,22.8,84.663,1057.636,291.9,412
S,SC,400,corn,2006,126.487,126.487,0,852.751,44.148,-113.049,169.8,154.9,39.723,77.9,-37.829,1309.198,574.9,290.7
S,SC,400,soybean,2007,62.819,0,62.819,881.261,81.911,196.896,122.1,86.2,173.462,48,125.03,1010.804,346.6,493.5
S,SC,400,corn,2008,183.883,183.883,0,835.008,66.162,6.338,147.9,130.5,101.446,79.8,21.694,1189.594,509.8,323.7
S,SC,400,soybean,2009,49.614,0,49.614,807.28,6.91,76.261,84.5,52.9,67.99,19.9,48.048,1128.093,317.6,448.9
S,SC,400,corn,2010,213.878,213.878,0,828.358,107.934,242.79,156.8,142.8,193.283,108.8,84.47,961.839,448.2,301
S,SC,400,soybean,2011,62.93,0,62.93,875.343,23.212,-88.417,122.6,93.9,3.698,10.7,-7.01,1260.744,258.4,385.7
S,SC,400,corn,2012,111.247,111.247,0,1008.016,39.514,-218.478,235.6,217,33.947,96.8,-62.57,1424.567,612.7,271.3
S,SC,400,soybean,2013,59.233,0,59.233,872.808,111.037,59.442,108.5,79.7,158.879,64.5,94.159,1135.986,363.4,507.2
S,SC,400,corn,2014,210.379,210.379,0,848.237,75.8,-162.368,144.6,129.6,39.063,94.9,-55.689,1364.446,542.1,354.7
S,SC,400,soybean,2015,61.106,0,61.106,849.9,29.676,151.824,115.1,78.9,170.003,59,110.887,1052.169,326.8,469.8
S,SC,400,corn,2016,212.181,212.181,0,921.045,128.646,27.476,181.2,164.1,124.756,77.7,47.134,1171.996,566.5,316.4
S,SC,400,soybean,2017,57.17,0,57.17,853.217,5.348,25.439,119.4,94.3,67.5,26.5,40.922,1177.639,371.1,497.4
S,SC,400,corn,2018,221.674,221.674,0,821.079,112.215,120.178,159.4,151.9,196.979,110.7,86.396,1080.079,585.8,389.5
S,SC,400,soybean,2019,64.077,0,64.077,814.401,33.128,222.456,106.5,85.5,141.936,21,120.784,985.908,376,500.7
S,SC,450,corn,2000,205.241,205.241,0,871.157,21.736,-147.317,186,156.9,98.341,73.6,24.85,1342.028,406.8,88.8
S,SC,450,soybean,2001,54.579,0,54.579,805.678,62.225,119.946,125.7,104.6,146.995,34.9,112.054,1084.21,257.5,345.6
S,SC,450,corn,2002,208.789,208.789,0,932.693,47.094,-228.16,147.1,140.8,36.625,68.8,-32.058,1424.302,524.5,259.8
S,SC,450,soybean,2003,55.072,0,55.072,837.304,50.669,0.287,81.1,45.1,101.05,40.7,60.259,1192.486,326.5,465.5
S,SC,450,corn,2004,65.661,65.661,0,855.512,202.029,78.886,134.5,127.3,220.181,134.3,85.921,1125.684,542.9,438.9
S,SC,450,soybean,2005,62.553,0,62.553,849.779,34.743,144.658,115.3,80.1,128.593,27.4,101.151,1062.343,373,497.9
S,SC,450,corn,2006,126.489,126.489,0,852.753,44.148,-113.295,171,156.1,39.746,91,-50.789,1309.436,696.6,369.6
S,SC,450,soybean,2007,62.816,0,62.816,881.471,81.765,195.746,121.7,85.8,212.681,56.6,155.634,1011.938,440.6,601.1
S,SC,450,corn,2008,183.907,183.907,0,834.997,66.153,6.314,148.1,130.7,117.184,92.6,24.722,1189.615,639.8,412.7
S,SC,450,soybean,2009,49.614,0,49.614,807.711,6.929,73.356,84.3,52.6,82.539,25.1,57.354,1131.191,425.4,565.3
S,SC,450,corn,2010,213.923,213.923,0,828.342,107.943,242.542,157.8,143.8,236.462,125.4,111.145,962.065,579.8,401.8
S,SC,450,soybean,2011,63.929,0,63.929,875.194,23.459,-93.018,122.9,94.1,-7.389,13.1,-20.439,1265.46,355,501.5
S,SC,450,corn,2012,111.248,111.248,0,1007.932,39.465,-217.856,236.2,217.4,29.482,114.2,-84.478,1423.88,750.4,365
S,SC,450,soybean,2013,59.232,0,59.232,872.807,111.045,59.469,108.4,79.6,189.21,77.3,111.663,1135.96,466.5,626.7
S,SC,450,corn,2014,210.421,210.421,0,848.208,75.713,-162.291,145,130.1,42.599,115.2,-72.385,1364.369,678.9,454.6
S,SC,450,soybean,2015,61.106,0,61.106,849.885,29.678,152.027,115.1,78.8,217.789,73.1,144.475,1051.969,434.2,593.8
S,SC,450,corn,2016,212.183,212.183,0,921.044,128.647,27.473,181.5,164.4,146.562,91.9,54.756,1171.998,708.3,417.8
S,SC,450,soybean,2017,57.17,0,57.17,853.418,5.41,24.032,119.5,94.1,77.033,31.7,45.174,1178.922,484.5,624
S,SC,450,corn,2018,221.676,221.676,0,821.08,112.217,120.078,159.8,152.3,233.956,128.4,105.701,1080.175,730.5,500.7
S,SC,450,soybean,2019,64.077,0,64.077,814.795,32.486,220.75,106.7,85.6,170.962,24.9,145.959,987.661,489.5,623
S,SC,50,corn,2000,204.367,204.367,0,871.475,21.793,-146.88,186.3,156.4,11.853,13.7,-1.837,1341.541,51.5,87.7
S,SC,50,soybean,2001,52.364,0,52.364,802.513,62.275,148.149,116.9,94.9,19.91,5.1,14.77,1054.572,31,41.9
S,SC,50,corn,2002,172.943,172.943,0,933.592,53.853,-186.26,143.8,137.6,8.563,9.7,-1.161,1378.774,43.2,39.1
S,SC,50,soybean,2003,43.381,0,43.381,838.046,50.425,49.971,80.2,46.9,11.201,5.2,5.981,1144.204,20.2,35.6
S,SC,50,corn,2004,56.598,56.598,0,857.781,203.972,99.104,109.9,102.9,11.265,10.7,0.552,1105.691,20,54.4
S,SC,50,soybean,2005,50.678,0,50.678,849.129,35.774,202.226,89.4,50,6.649,3.8,2.869,1001.567,16.5,16.2
S,SC,50,corn,2006,109.964,109.964,0,854.531,48.397,-91.038,127.5,113.6,8.617,7.6,1.05,1288.148,31.3,20.8
S,SC,50,soybean,2007,56.559,0,56.559,879.344,83.176,245.488,105.3,71.5,13.628,6.4,7.239,963.728,19.5,26.2
S,SC,50,corn,2008,121.266,121.266,0,837.178,72.665,75.8,119,105.7,11.311,8.3,3.024,1125.053,20,18.7
S,SC,50,soybean,2009,48.167,0,48.167,806.998,7.058,82.418,75.5,45.1,5.359,2.1,3.28,1120.818,12,17.6
S,SC,50,corn,2010,134.381,134.381,0,829.364,105.573,325.319,109,96,15.296,11,4.269,880.611,20.2,18.3
