site,rotation,rate,crop,year,crop_yield,corn_buac,soy_buac,eo_annual,runoff_annual,drainage,gross_miner,net_miner,nloss_total,denitr,n_leach_annual,avg_wt,no3_at_harvest,no3_at_sowing
S,CC,50,corn,2006,96.298,96.298,0,841.478,47.344,18.485,119.4,97.6,12.122,8.4,3.731,1182.88,33.1,27
S,CC,50,corn,2007,94.369,94.369,0,880.005,145.165,346.407,96.7,60.8,23.472,13.9,9.5,859.802,31.2,29.2
S,CC,50,corn,2008,66.728,66.728,0,825.999,45.074,257.915,82.1,55.1,14.852,8.8,6.082,946.253,23.3,23.1
S,CC,50,corn,2009,83.535,83.535,0,809.814,4.426,173.634,68.8,39.6,7.968,4.9,3.118,1029.826,18.7,19.4
S,CC,50,corn,2010,58.017,58.017,0,821.847,155.76,445.117,70.6,38.7,13.779,7.4,6.417,763.834,19.2,16.3
S,CC,50,corn,2011,104.4,104.4,0,878.745,23.357,59.4,92.5,65.7,6.855,6,0.863,1137.178,26.6,15.7
S,CC,50,corn,2012,83.3,83.3,0,994.719,26.562,-33.953,162.9,124.4,15.972,13.7,2.322,1230.228,54.9,22.8
S,CC,50,corn,2013,121.254,121.254,0,868.31,134.687,155.655,90.2,60.3,25.647,12.4,13.19,1045.597,27.3,43.2
S,CC,50,corn,2014,84.682,84.682,0,833.376,69.858,110.06,79.8,48.3,5.631,4.7,0.887,1091.053,22.2,22.5
S,CC,50,corn,2015,89.941,89.941,0,845.739,57.195,311.066,78.8,42,9.201,6.8,2.45,893.709,24.7,17
S,CC,50,corn,2016,119.948,119.948,0,905.296,98.145,269.471,106.1,76.8,10.604,6.1,4.516,935.216,22.1,17
S,CC,50,corn,2017,106.405,106.405,0,851.309,14.98,161.136,99.7,74.9,13.233,8.7,4.504,1043.23,26.6,19
S,CC,50,corn,2018,102.638,102.638,0,809.073,83.387,355.202,81.1,55.6,19.262,12,7.302,849.795,27.3,30.2
S,CC,50,corn,2019,94.389,94.389,0,813.779,43.091,361.733,81.2,58.1,18.13,11,7.078,845.606,25.8,37.1
S,CC,500,corn,2000,205.241,205.241,0,871.157,21.737,-147.316,186,156.9,109.816,81.3,28.677,1342.027,452.9,88.9
S,CC,500,corn,2001,187.928,187.928,0,799.619,88.02,158.428,119.5,92.7,331.44,174.8,156.659,1043.599,633.9,395.4
S,CC,500,corn,2002,210.128,210.128,0,913.109,44.574,-78.957,122,96.7,162.194,123.7,38.48,1274.985,816.7,584.6
S,CC,500,corn,2003,176.225,176.225,0,832.934,39.63,40.294,88.6,45.5,282.685,176.3,106.478,1154.826,925,858
S,CC,500,corn,2004,65.917,65.917,0,836.544,178.951,281.579,83.2,47,551.903,201.4,350.32,922.789,976.6,948.9
S,CC,500,corn,2005,209.783,209.783,0,849.124,73.731,181.528,141.7,98.4,317.597,153.3,164.329,1021.465,1095,895.7
S,CC,500,corn,2006,126.488,126.488,0,836.772,41.746,11.525,175.7,146.2,162.391,144.4,18.406,1188.677,1270.7,968.4
S,CC,500,corn,2007,192.715,192.715,0,875.435,144.136,231.523,154.2,112.6,600.788,190.6,409.66,969.238,1329.6,1150.9
S,CC,500,corn,2008,179.617,179.617,0,817.534,47.698,166.529,119.4,84.2,315.108,142.6,172.578,1034.385,1263.9,1167.5
S,CC,500,corn,2009,225.772,225.772,0,804.57,9.873,61.018,103.9,66.9,194.547,121.9,72.757,1138.993,1285.1,1121.8
S,CC,500,corn,2010,222.655,222.655,0,813.628,139.133,350.481,126.2,83.4,525.946,167.2,358.642,857.08,1150,1114.3
S,CC,500,corn,2011,232.849,232.849,0,872.817,23.863,-37.791,162.9,130.7,52.916,110.7,-57.228,1224.758,1189.6,984.2
S,CC,500,corn,2012,111.247,111.247,0,993.69,26.371,-85.367,246.7,195.8,161.588,230.5,-68.931,1280.961,1447.5,1077.4
S,CC,500,corn,2013,214.705,214.705,0,865.89,139.716,60.022,142.6,112,379.96,215.8,164.084,1138.939,1452.2,1276.2
S,CC,500,corn,2014,210.381,210.381,0,829.641,74.126,8.475,122.5,86.2,289.474,232,57.498,1189.639,1519.6,1354.4
S,CC,500,corn,2015,237.783,237.783,0,842.683,70.585,155.481,152.2,110.6,606.936,208.5,398.298,1047.447,1612.8,1405.9
S,CC,500,corn,2016,212.17,212.17,0,900.948,122.901,190.896,177.8,137.3,424.858,134.8,290.044,1013.318,1656.7,1387.1
S,CC,500,corn,2017,229.096,229.096,0,847.502,28.181,37.222,167.9,139.1,185.625,133.3,52.376,1160.884,1655.7,1439.9
S,CC,500,corn,2018,221.671,221.671,0,806.236,106.651,242.441,130.4,101,614.05,209.9,404.171,959.652,1651.1,1567.1
S,CC,500,corn,2019,210.435,210.435,0,811.696,67.278,233.719,139.8,116.4,408.713,157.5,251.266,970.939,1470.6,1413
S,CC,550,corn,2000,205.242,205.242,0,871.157,21.737,-147.316,186,156.9,121.194,88.9,32.464,1342.027,499.1,89
S,CC,550,corn,2001,187.952,187.952,0,799.611,88.021,158.425,119.5,92.7,368.126,194.4,173.798,1043.602,709.4,436
S,CC,550,corn,2002,210.129,210.129,0,913.101,44.573,-78.884,122,96.7,186.034,139.1,46.99,1274.908,925.9,654.3
S,CC,550,corn,2003,176.229,176.229,0,832.972,39.676,39.812,88.8,45.6,319.458,198.3,121.249,1155.28,1063.8,964.1
S,CC,550,corn,2004,65.924,65.924,0,836.546,178.963,281.564,83.4,47.2,634.577,229,405.326,922.801,1128.3,1078.8
S,CC,550,corn,2005,209.794,209.794,0,849.267,73.783,180.081,143.5,100.4,365.604,172.9,192.726,1022.837,1266.9,1035.1
S,CC,550,corn,2006,126.488,126.488,0,836.918,41.763,10.612,176.1,146.4,181.514,161.7,20.278,1189.643,1459.7,1121.7
S,CC,550,corn,2007,192.716,192.716,0,875.435,144.139,231.489,154.2,112.6,685.462,213.1,471.824,969.27,1531.3,1323.6
S,CC,550,corn,2008,179.44,179.44,0,817.583,47.507,166.255,119.4,84.2,357.83,159.5,198.367,1034.624,1465.6,1345.6
S,CC,550,corn,2009,225.776,225.776,0,804.582,9.873,60.953,103.8,66.7,226.239,139.4,86.98,1139.059,1497.5,1301.1
S,CC,550,corn,2010,222.861,222.861,0,813.679,138.936,350.014,126.4,83.5,607.821,188.1,419.618,857.545,1347.4,1298.9
S,CC,550,corn,2011,232.875,232.875,0,872.833,23.9,-38.028,163.5,131.4,57.932,124.7,-66.192,1225.019,1389.9,1154.1
S,CC,550,corn,2012,111.248,111.248,0,993.68,26.355,-85.251,246.8,195.8,181.315,262,-80.782,1280.844,1666.2,1261
S,CC,550,corn,2013,214.711,214.711,0,865.887,139.722,60.028,142.7,112.1,430.264,243,187.207,1138.934,1677.1,1471.4
S,CC,550,corn,2014,210.411,210.411,0,829.622,74.072,8.518,122.5,86.2,332.358,266.2,66.212,1189.597,1758.6,1565.7
S,CC,550,corn,2015,237.793,237.793,0,842.67,70.598,155.598,152.2,110.7,702.226,239.2,462.89,1047.327,1866,1628.5
S,CC,550,corn,2016,212.171,212.171,0,901.05,122.788,190.322,178.2,137.5,485.945,152.5,333.419,1013.889,1909.8,1605.5
S,CC,550,corn,2017,229.098,229.098,0,847.636,28.212,36.088,168.3,139.2,206.616,149.1,57.511,1161.975,1907.2,1659
S,CC,550,corn,2018,221.672,221.672,0,806.234,106.651,242.546,130.4,101,700.971,236.5,464.478,959.541,1900.5,1802.6
S,CC,550,corn,2019,210.386,210.386,0,811.711,67.247,233.66,139.7,116.4,463.846,175.5,288.37,970.994,1692.7,1619.8
S,CC,600,corn,2000,205.241,205.241,0,871.157,21.737,-147.316,186,156.9,132.486,96.5,36.221,1342.026,545.4,89
S,CC,600,corn,2001,187.972,187.972,0,799.605,88.021,158.421,119.5,92.7,404.681,213.8,190.935,1043.606,785.1,476.6
S,CC,600,corn,2002,210.13,210.13,0,913.094,44.572,-78.823,122,96.7,209.881,154.4,55.523,1274.844,1035.3,724.2
S,CC,600,corn,2003,176.24,176.24,0,832.968,39.672,39.805,88.8,45.6,356.79,220.4,136.549,1155.284,1203,1070.4
S,CC,600,corn,2004,65.929,65.929,0,836.545,178.969,281.551,83.4,47.3,717.279,257,460.038,922.812,1280.5,1208.7
S,CC,600,corn,2005,209.801,209.801,0,849.412,73.831,178.609,144.9,101.7,412.962,192.4,220.669,1024.105,1439.1,1174.9
S,CC,600,corn,2006,126.489,126.489,0,837.114,41.787,9.321,176.6,146.6,199.874,178.9,21.471,1190.908,1649.3,1275.1
S,CC,600,corn,2007,192.716,192.716,0,875.434,144.141,231.503,154.2,112.6,770.755,235.5,534.654,969.255,1733.8,1496.6
S,CC,600,corn,2008,179.328,179.328,0,817.615,47.4,166.06,119.4,84.2,400.673,176.5,224.287,1034.792,1668.3,1524.8
S,CC,600,corn,2009,225.779,225.779,0,804.569,9.873,61.079,103.7,66.5,258.168,156.9,101.376,1138.934,1710.8,1481.2
S,CC,600,corn,2010,223.026,223.026,0,813.766,138.579,349.404,126.9,83.6,689.829,210.1,479.597,858.145,1545,1484.1
S,CC,600,corn,2011,232.899,232.899,0,872.843,23.928,-38.203,163.9,132,63.049,138.9,-75.114,1225.242,1589.9,1323.7
S,CC,600,corn,2012,111.249,111.249,0,993.669,26.341,-85.14,246.9,195.9,201.101,293.5,-92.49,1280.731,1884.6,1444.2
S,CC,600,corn,2013,214.716,214.716,0,865.884,139.728,60.03,142.7,112.1,480.376,270,210.299,1138.932,1901.8,1666.3
S,CC,600,corn,2014,210.435,210.435,0,829.604,74.019,8.564,122.6,86.2,375.239,300.3,74.959,1189.552,1997.5,1776.8
S,CC,600,corn,2015,237.802,237.802,0,842.657,70.608,155.709,152.3,110.7,797.446,269.9,527.396,1047.212,2119,1850.8
S,CC,600,corn,2016,212.172,212.172,0,901.093,122.738,190.086,178.4,137.6,547.29,170.2,377.064,1014.127,2162.4,1823.8
S,CC,600,corn,2017,229.099,229.099,0,847.744,28.231,35.256,168.6,139.4,227.461,164.7,62.729,1162.69,2158.4,1877.7
S,CC,600,corn,2018,221.673,221.673,0,806.233,106.65,242.569,130.5,101,788.044,263.4,524.656,959.516,2149.5,2037.8
S,CC,600,corn,2019,210.389,210.389,0,811.71,67.249,233.667,139.7,116.4,518.711,193.3,325.407,970.987,1914.6,1826
S,CC,650,corn,2000,205.242,205.242,0,871.157,21.737,-147.316,186,156.9,143.705,104,39.953,1342.026,591.7,89.1
S,CC,650,corn,2001,187.985,187.985,0,799.601,88.021,158.42,119.5,92.6,441.096,233.1,208.075,1043.606,861.1,517.4
S,CC,650,corn,2002,210.13,210.13,0,913.089,44.571,-78.781,122,96.7,233.746,169.7,64.071,1274.799,1145,794.3
S,CC,650,corn,2003,176.249,176.249,0,832.965,39.67,39.798,88.8,45.7,393.907,242.3,151.846,1155.289,1342.8,1176.7
S,CC,650,corn,2004,65.936,65.936,0,836.541,178.969,281.567,83.5,47.4,800.827,285.6,514.884,922.797,1433.4,1338.8
S,CC,650,corn,2005,209.806,209.806,0,849.477,73.849,177.954,145.4,102.1,460.552,211.5,249.106,1024.783,1610.8,1315.3
S,CC,650,corn,2006,126.489,126.489,0,837.203,41.799,8.782,176.9,146.7,218.655,196,23.211,1191.473,1838,1428.1
S,CC,650,corn,2007,192.717,192.717,0,875.433,144.465,231.166,154.1,112.5,855.154,258.3,596.151,969.788,1935.1,1668.6
S,CC,650,corn,2008,179.339,179.339,0,817.612,47.403,166.065,119.4,84.2,443.38,193.2,250.258,1034.787,1869.9,1702.9
S,CC,650,corn,2009,225.782,225.782,0,804.566,9.873,61.092,103.7,66.5,289.827,174.3,115.617,1138.921,1923.3,1660.3
S,CC,650,corn,2010,223.045,223.045,0,813.867,138.168,348.887,127.1,83.7,773.038,232.7,540.141,858.647,1741.7,1668.8
S,CC,650,corn,2011,232.915,232.915,0,872.835,23.926,-38.183,164,132.1,67.748,152.4,-83.915,1225.224,1789.4,1493.2
S,CC,650,corn,2012,111.25,111.25,0,993.661,26.329,-85.052,246.9,195.9,220.46,324.7,-104.316,1280.643,2102.8,1627
S,CC,650,corn,2013,214.72,214.72,0,865.882,139.734,60.033,142.7,112.1,530.322,296.9,233.347,1138.93,2126.5,1861.1
S,CC,650,corn,2014,210.452,210.452,0,829.59,73.975,8.607,122.6,86.2,418.045,334.4,83.706,1189.508,2236.5,1987.8
S,CC,650,corn,2015,237.812,237.812,0,842.646,70.418,156,152.4,110.8,892.759,300.2,592.312,1047.003,2372.5,2073.4
S,CC,650,corn,2016,212.173,212.173,0,901.12,122.715,189.931,178.6,137.8,608.6,187.9,420.718,1014.281,2415.5,2042.6
S,CC,650,corn,2017,229.1,229.1,0,847.864,28.253,34.327,169,139.5,247.619,180.2,67.413,1163.483,2410.3,2096.8
S,CC,650,corn,2018,221.674,221.674,0,806.231,106.649,242.588,130.5,101,875.536,290.4,585.135,959.495,2399.2,2273.7
S,CC,650,corn,2019,210.392,210.392,0,811.709,67.251,233.674,139.7,116.4,573.55,211,362.579,970.98,2137.4,2032.9
S,CC,700,corn,2000,205.242,205.242,0,871.157,21.737,-147.316,186,156.9,154.861,111.4,43.662,1342.026,638.2,89.1
S,CC,700,corn,2001,187.994,187.994,0,799.599,88.021,158.419,119.5,92.6,477.364,252.2,225.214,1043.607,937.3,558.1
S,CC,700,corn,2002,210.13,210.13,0,913.086,44.57,-78.752,122,96.7,257.627,185,72.637,1274.769,1254.8,864.6
S,CC,700,corn,2003,176.256,176.256,0,832.962,39.668,39.79,88.9,45.7,430.872,263.9,167.165,1155.293,1483.1,1283
S,CC,700,corn,2004,65.941,65.941,0,836.538,178.968,281.588,83.5,47.4,884.587,314.5,569.708,922.779,1586.7,1468.9
S,CC,700,corn,2005,209.809,209.809,0,849.585,73.877,176.829,145.9,102.3,507.362,230.4,277.083,1025.794,1783.5,1456.1
S,CC,700,corn,2006,126.49,126.49,0,837.221,41.802,8.656,176.9,146.7,238.194,213.2,25.546,1191.605,2027.7,1582.3
S,CC,700,corn,2007,192.718,192.718,0,875.433,144.468,231.165,154.1,112.5,939.51,280.4,658.377,969.787,2137.7,1841.7
S,CC,700,corn,2008,179.347,179.347,0,817.61,47.406,166.069,119.4,84.2,485.913,209.7,276.301,1034.782,2072.7,1882
S,CC,700,corn,2009,225.784,225.784,0,804.564,9.873,61.103,103.6,66.5,321.424,191.7,129.899,1138.91,2137.1,1840.5
S,CC,700,corn,2010,223.06,223.06,0,813.934,137.926,348.554,127.3,83.8,856.679,255.6,600.901,858.969,1939,1854.4
S,CC,700,corn,2011,232.925,232.925,0,872.828,23.922,-38.155,164.1,132.2,72.218,165.8,-92.691,1225.195,1989.5,1663.2
S,CC,700,corn,2012,111.251,111.251,0,993.656,26.321,-84.993,246.9,195.9,239.781,355.9,-116.193,1280.584,2321.7,1810.5
S,CC,700,corn,2013,214.725,214.725,0,865.88,139.737,60.037,142.7,112.1,580.281,323.7,256.455,1138.926,2351.8,2056.5
S,CC,700,corn,2014,210.469,210.469,0,829.577,73.932,8.651,122.5,86.2,460.863,368.5,92.473,1189.464,2476.2,2199.5
S,CC,700,corn,2015,237.821,237.821,0,842.635,70.43,156.088,152.4,110.8,988.005,331,656.751,1046.91,2626.2,2296.5
S,CC,700,corn,2016,212.173,212.173,0,901.116,122.724,189.955,178.7,137.8,670.298,205.5,464.738,1014.258,2668.5,2261.8
S,CC,700,corn,2017,229.1,229.1,0,847.939,28.266,33.755,169.3,139.6,268.139,195.7,72.486,1163.932,2661.8,2315.6
S,CC,700,corn,2018,221.674,221.674,0,806.23,106.649,242.603,130.5,101.1,962.553,317.3,645.269,959.479,2648.5,2509
S,CC,700,corn,2019,210.395,210.395,0,811.708,67.252,233.68,139.7,116.4,628.173,228.5,399.73,970.974,2360.1,2239.1
S,CC,750,corn,2000,205.242,205.242,0,871.157,21.737,-147.316,186,156.9,165.961,118.9,47.347,1342.026,684.6,89.2
S,CC,750,corn,2001,187.999,187.999,0,799.597,88.022,158.419,119.5,92.6,513.492,271.2,242.36,1043.607,1013.8,598.9
S,CC,750,corn,2002,210.13,210.13,0,913.083,44.57,-78.731,122,96.7,281.53,200.4,81.22,1274.747,1364.9,935.1
S,CC,750,corn,2003,176.264,176.264,0,832.959,39.666,39.782,88.9,45.7,467.808,285.6,182.503,1155.3,1623.6,1389.4
S,CC,750,corn,2004,65.946,65.946,0,836.535,178.966,281.607,83.5,47.4,968.19,343.4,624.39,922.762,1740.3,1599.1
S,CC,750,corn,2005,209.81,209.81,0,849.636,73.89,176.324,146.1,102.3,554.905,249.2,305.814,1026.321,1956.1,1597
S,CC,750,corn,2006,126.49,126.49,0,837.219,41.801,8.665,177,146.8,257.719,230.4,27.961,1191.594,2217,1736.3
S,CC,750,corn,2007,192.718,192.718,0,875.432,144.469,231.17,154.1,112.5,1023.424,302.3,720.339,969.781,2340,2014.4
S,CC,750,corn,2008,179.355,179.355,0,817.607,47.409,166.074,119.4,84.2,528.216,226,302.337,1034.778,2275.4,2060.8
S,CC,750,corn,2009,225.785,225.785,0,804.562,9.873,61.114,103.6,66.5,352.928,208.9,144.217,1138.898,2350.9,2020.6
S,CC,750,corn,2010,223.062,223.062,0,813.994,137.732,348.23,127.5,83.8,940.363,278.5,661.641,859.251,2136.7,2040.2
S,CC,750,corn,2011,232.932,232.932,0,872.823,23.918,-38.126,164.1,132.2,76.524,178.9,-101.432,1225.165,2190.2,1833.5
S,CC,750,corn,2012,111.251,111.251,0,993.652,26.314,-84.948,246.9,195.9,259.185,387.1,-128.07,1280.539,2541.1,1994.4
S,CC,750,corn,2013,214.729,214.729,0,865.879,139.742,60.048,142.7,112.1,630.312,350.5,279.657,1138.915,2577.6,2252.3
S,CC,750,corn,2014,210.485,210.485,0,829.564,73.89,8.693,122.5,86.2,503.711,402.5,101.263,1189.421,2716.4,2411.6
S,CC,750,corn,2015,237.83,237.83,0,842.625,70.442,156.17,152.4,110.8,1083.291,361.9,721.144,1046.823,2880.4,2520
S,CC,750,corn,2016,212.174,212.174,0,901.113,122.734,189.979,178.8,137.9,732.008,223.1,508.83,1014.233,2921.9,2481.1
S,CC,750,corn,2017,229.101,229.101,0,847.987,28.275,33.388,169.4,139.7,288.993,211.2,77.868,1164.294,2913.5,2534.7
S,CC,750,corn,2018,221.675,221.675,0,806.229,106.648,242.612,130.5,101.1,1049.32,344,705.276,959.47,2898.1,2744.5
S,CC,750,corn,2019,210.397,210.397,0,811.708,67.254,233.686,139.7,116.4,682.705,245.8,436.945,970.968,2583,2445.6
S,CC,800,corn,2000,205.242,205.242,0,871.157,21.737,-147.316,186,156.9,177.014,126.3,51.009,1342.026,731.1,89.2
S,CC,800,corn,2001,188.002,188.002,0,799.596,88.022,158.421,119.4,92.6,549.468,290.1,259.497,1043.605,1090.4,639.7
S,CC,800,corn,2002,210.13,210.13,0,913.082,44.57,-78.716,122,96.7,305.465,215.7,89.825,1274.731,1475.1,1005.8
S,CC,800,corn,2003,176.265,176.265,0,832.958,39.665,39.783,88.9,45.7,504.545,307,197.878,1155.298,1764.6,1495.8
S,CC,800,corn,2004,65.949,65.949,0,836.532,178.967,281.615,83.5,47.4,1051.719,372.3,679.01,922.755,1894.4,1729.5
S,CC,800,corn,2005,209.812,209.812,0,849.713,73.91,175.526,146.5,102.4,602.323,268,334.439,1027.092,2129.5,1738.4
S,CC,800,corn,2006,126.49,126.49,0,837.218,41.801,8.676,177,146.8,277.254,247.6,30.4,1191.582,2407.4,1891.4
S,CC,800,corn,2007,192.719,192.719,0,875.432,144.47,231.175,154.1,112.5,1107.608,324.1,782.613,969.776,2543.4,2188
S,CC,800,corn,2008,179.362,179.362,0,817.605,47.412,166.078,119.4,84.2,570.434,242.1,328.48,1034.775,2479.3,2240.6
S,CC,800,corn,2009,225.786,225.786,0,804.561,9.873,61.124,103.6,66.4,384.334,225.9,158.565,1138.889,2565.9,2201.8
S,CC,800,corn,2010,223.072,223.072,0,814.056,137.51,347.918,127.7,83.9,1024.084,301.3,722.529,859.529,2335.5,2227.1
S,CC,800,corn,2011,232.939,232.939,0,872.818,23.914,-38.097,164.2,132.2,80.653,191.9,-110.178,1225.136,2392,2004.8
S,CC,800,corn,2012,111.252,111.252,0,993.648,26.307,-84.906,246.9,195.9,278.661,418.5,-139.989,1280.584,2761.4,2179.4
S,CC,800,corn,2013,214.731,214.731,0,865.878,139.746,60.063,142.8,112.1,680.436,377.4,302.956,1138.902,2804.3,2448.9
S,CC,800,corn,2014,210.495,210.495,0,829.555,73.859,8.727,122.5,86.2,546.592,436.7,110.048,1189.386,2957.4,2624.6
S,CC,800,corn,2015,237.838,237.838,0,842.616,70.452,156.23,152.4,110.8,1178.641,392.9,785.488,1046.759,3135.4,2744.3
S,CC,800,corn,2016,212.175,212.175,0,901.109,122.743,190.004,178.9,138,793.827,240.7,553.043,1014.21,3176,2701.2
S,CC,800,corn,2017,229.101,229.101,0,848.023,28.282,33.125,169.6,139.8,309.991,226.6,83.402,1164.559,3165.6,2754.5
S,CC,800,corn,2018,223.758,223.758,0,806.236,106.649,241.677,130.6,101.2,1133.046,370.3,762.709,960.389,3148.6,2980.4
S,CC,800,corn,2019,210.379,210.379,0,811.693,67.236,233.668,139.3,115.9,738.424,263.1,475.33,971.016,2808.3,2654.4
S,CC,850,corn,2000,205.242,205.242,0,871.157,21.737,-147.316,186,156.9,188.025,133.7,54.65,1342.026,777.6,89.3
S,CC,850,corn,2001,188.004,188.004,0,799.595,88.022,158.422,119.4,92.6,585.296,308.8,276.63,1043.604,1167.2,680.6
S,CC,850,corn,2002,210.13,210.13,0,913.081,44.569,-78.705,122,96.7,329.429,231,98.451,1274.719,1585.5,1076.6
S,CC,850,corn,2003,176.266,176.266,0,832.958,39.665,39.786,88.9,45.7,541.02,328.1,213.278,1155.295,1906.1,1602.2
S,CC,850,corn,2004,65.952,65.952,0,836.531,178.967,281.619,83.5,47.4,1135.184,401.1,733.616,922.751,2049,1860.1
S,CC,850,corn,2005,209.813,209.813,0,849.778,73.927,174.858,146.8,102.6,649.305,286.5,362.948,1027.712,2303.7,1880.2
S,CC,850,corn,2006,126.491,126.491,0,837.217,41.801,8.671,177,146.8,297.101,264.8,33.051,1191.587,2598.4,2047.1
S,CC,850,corn,2007,192.72,192.72,0,875.432,144.471,231.18,154.1,112.5,1192.171,346,845.242,969.77,2747.5,2362.3
S,CC,850,corn,2008,179.368,179.368,0,817.604,47.414,166.082,119.4,84.2,612.57,258,354.721,1034.771,2684.1,2421.1
S,CC,850,corn,2009,225.788,225.788,0,804.56,9.873,61.133,103.6,66.4,415.635,242.9,172.943,1138.88,2781.9,2383.8
S,CC,850,corn,2010,223.079,223.079,0,814.107,137.307,347.677,127.9,84,1107.892,324,783.614,859.761,2535.2,2414.8
S,CC,850,corn,2011,232.945,232.945,0,872.814,23.91,-38.071,164.2,132.3,84.626,204.7,-118.914,1225.108,2594.6,2176.7
S,CC,850,corn,2012,111.252,111.252,0,993.644,26.301,-84.857,246.9,195.9,298.228,450,-151.915,1280.534,2982.5,2365.3
S,CC,850,corn,2013,214.734,214.734,0,865.877,139.75,60.064,142.8,112.1,730.612,404.2,326.304,1138.901,3031.6,2646.2
S,CC,850,corn,2014,210.504,210.504,0,829.547,73.832,8.758,122.5,86.2,589.502,470.8,118.84,1189.354,3199.2,2838.3
S,CC,850,corn,2015,237.847,237.847,0,842.608,70.46,156.281,152.4,110.8,1274.024,424,849.751,1046.704,3390.9,2969.3
S,CC,850,corn,2016,212.176,212.176,0,901.689,125.055,186.669,179.4,141.6,843.998,258.4,585.526,1017.308,3423.4,2921.7
S,CC,850,corn,2017,229.101,229.101,0,847.627,28.225,36.542,166.5,135.9,347.622,245.2,102.428,1161.5,3419.2,2983.8
S,CC,850,corn,2018,223.759,223.759,0,806.236,106.649,241.671,130.6,101.1,1215.808,395.8,819.945,960.396,3398.6,3216.7
S,CC,850,corn,2019,210.381,210.381,0,811.693,67.237,233.673,139.4,115.9,791.887,280,511.887,971.011,3030.3,2859.5
S,CC,900,corn,2000,205.242,205.242,0,871.157,21.737,-147.316,186,156.9,199.002,141,58.27,1342.026,824.2,89.3
S,CC,900,corn,2001,188.005,188.005,0,799.594,88.022,158.424,119.4,92.6,620.978,327.3,293.759,1043.602,1244.1,721.4
S,CC,900,corn,2002,210.13,210.13,0,913.08,44.569,-78.695,122,96.7,353.429,246.4,107.098,1274.708,1696,1147.6
S,CC,900,corn,2003,176.266,176.266,0,832.957,39.664,39.788,88.9,45.7,577.199,348.9,228.695,1155.293,2048.1,1708.7
S,CC,900,corn,2004,65.954,65.954,0,836.529,178.968,281.622,83.5,47.4,1218.602,429.9,788.237,922.747,2204.3,1991
S,CC,900,corn,2005,209.815,209.815,0,849.813,73.937,174.526,147,102.7,696.772,304.9,391.953,1028.047,2478.2,2022.6
S,CC,900,corn,2006,126.491,126.491,0,837.216,41.801,8.671,177,146.8,316.89,282,35.688,1191.586,2789.7,2203.1
S,CC,900,corn,2007,192.72,192.72,0,875.431,144.471,231.184,154,112.4,1276.68,367.8,907.861,969.766,2951.8,2536.8
S,CC,900,corn,2008,179.374,179.374,0,817.601,47.416,166.085,119.3,84.1,654.561,273.7,380.994,1034.768,2889.2,2601.8
S,CC,900,corn,2009,225.789,225.789,0,804.559,9.873,61.142,103.5,66.4,446.793,259.6,187.343,1138.871,2998.3,2565.9
S,CC,900,corn,2010,223.084,223.084,0,814.13,137.226,347.548,128.1,84,1191.862,346.7,844.842,859.873,2735.2,2603.1
S,CC,900,corn,2011,232.949,232.949,0,872.811,23.907,-38.056,164.2,132.3,88.469,217.3,-127.636,1225.093,2797.7,2348.8
S,CC,900,corn,2012,111.253,111.253,0,993.641,26.296,-84.813,246.9,195.9,317.914,481.5,-163.818,1280.491,3203.9,2551.5
S,CC,900,corn,2013,214.737,214.737,0,865.876,139.753,60.064,142.8,112.1,780.825,431,349.699,1138.901,3259.3,2843.7
S,CC,900,corn,2014,210.512,210.512,0,829.541,73.809,8.784,122.5,86.2,632.403,504.9,127.626,1189.326,3441.4,3052.2
S,CC,900,corn,2015,237.854,237.854,0,842.601,70.468,156.323,152.4,110.8,1369.39,455.2,913.88,1046.657,3646.8,3194.5
S,CC,900,corn,2016,212.176,212.176,0,901.103,122.76,190.051,179,138.1,917.625,275.9,641.718,1014.164,3685.4,3142.5
S,CC,900,corn,2017,229.102,229.102,0,848.053,28.29,32.903,169.8,139.9,352.801,257.6,95.193,1164.776,3670.8,3194.9
S,CC,900,corn,2018,221.676,221.676,0,806.227,106.648,242.633,130.6,101.1,1308.332,423.4,884.893,959.447,3649.5,3452.8
S,CC,900,corn,2019,210.404,210.404,0,811.705,67.258,233.7,139.7,116.4,845.876,296.8,549.117,970.953,3254.9,3066
S,CC,950,corn,2000,205.242,205.242,0,871.157,21.737,-147.316,186,156.9,209.946,148.4,61.871,1342.026,870.7,89.3
S,CC,950,corn,2001,188.006,188.006,0,799.594,88.022,158.426,119.4,92.6,656.519,345.8,310.884,1043.601,1321.3,762.2
S,CC,950,corn,2002,210.13,210.13,0,913.078,44.569,-78.686,122,96.7,377.465,261.8,115.767,1274.698,1806.7,1218.8
S,CC,950,corn,2003,176.267,176.267,0,832.957,39.664,39.791,88.9,45.7,613.074,369.3,244.129,1155.29,2190.7,1815.2
S,CC,950,corn,2004,65.956,65.956,0,836.528,178.968,281.626,83.5,47.4,1301.978,458.6,842.882,922.744,2360.1,2122.2
S,CC,950,corn,2005,209.816,209.816,0,849.869,73.951,173.992,147.3,102.8,744.001,323.3,420.785,1028.566,2653.6,2165.6
S,CC,950,corn,2006,126.491,126.491,0,837.215,41.801,8.668,177,146.8,336.771,299.2,38.383,1191.588,2981.9,2360
S,CC,950,corn,2007,192.721,192.721,0,875.431,144.472,231.187,154,112.4,1361.524,389.6,970.792,969.762,3157,2712.2
